gene,uniprot_id,pdb_file
TMEM26,Q6ZUK4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZUK4-F1-model_v6.pdb
BMPR2,Q13873,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13873-F1-model_v6.pdb
SEMA4G,Q9NTN9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NTN9-F1-model_v6.pdb
SLC12A2,P55011,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55011-F1-model_v6.pdb
GJB6,O95452,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95452-F1-model_v6.pdb
CD109,Q6YHK3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6YHK3-F1-model_v6.pdb
CCR4,P51679,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51679-F1-model_v6.pdb
S1PR5,Q9H228,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H228-F1-model_v6.pdb
LMBRD2,Q68DH5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q68DH5-F1-model_v6.pdb
ANO6,Q4KMQ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q4KMQ2-F1-model_v6.pdb
ABCB9,Q9NP78,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP78-F1-model_v6.pdb
SLC12A9,Q9BXP2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXP2-F1-model_v6.pdb
CD28,P10747,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P10747-F1-model_v6.pdb
GPR65,Q8IYL9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IYL9-F1-model_v6.pdb
GPR137,Q96N19,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96N19-F1-model_v6.pdb
ADAM15,Q13444,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13444-F1-model_v6.pdb
ASTN2,O75129,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75129-F1-model_v6.pdb
SLC22A23,A1A5C7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A1A5C7-F1-model_v6.pdb
SLCO4C1,Q6ZQN7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZQN7-F1-model_v6.pdb
OXTR,P30559,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30559-F1-model_v6.pdb
ROR2,Q01974,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q01974-F1-model_v6.pdb
UPK3A,O75631,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75631-F1-model_v6.pdb
GPR108,Q9NPR9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NPR9-F1-model_v6.pdb
TGOLN2,O43493,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43493-F1-model_v6.pdb
TMEM25,Q86YD3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86YD3-F1-model_v6.pdb
LYSMD3,Q7Z3D4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z3D4-F1-model_v6.pdb
SDK1,Q7Z5N4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z5N4-F1-model_v6.pdb
QSOX2,Q6ZRP7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZRP7-F1-model_v6.pdb
VSIG1,Q86XK7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86XK7-F1-model_v6.pdb
KIAA1549L,Q6ZVL6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZVL6-F1-model_v6.pdb
BMPR1A,P36894,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P36894-F1-model_v6.pdb
LRFN3,Q9BTN0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BTN0-F1-model_v6.pdb
DAGLB,Q8NCG7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NCG7-F1-model_v6.pdb
GPR141,Q7Z602,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z602-F1-model_v6.pdb
SLC10A3,P09131,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P09131-F1-model_v6.pdb
TNFRSF1B,P20333,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P20333-F1-model_v6.pdb
GPR68,Q15743,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15743-F1-model_v6.pdb
CHRNB4,P30926,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30926-F1-model_v6.pdb
FASLG,P48023,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48023-F1-model_v6.pdb
SIGLEC8,Q9NYZ4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NYZ4-F1-model_v6.pdb
TLR8,Q9NR97,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NR97-F1-model_v6.pdb
STS,P08842,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08842-F1-model_v6.pdb
SLC13A2,Q13183,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13183-F1-model_v6.pdb
SLC16A4,O15374,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15374-F1-model_v6.pdb
DCBLD2,Q96PD2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96PD2-F1-model_v6.pdb
ANTXR1,Q9H6X2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H6X2-F1-model_v6.pdb
TNFRSF11A,Q9Y6Q6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6Q6-F1-model_v6.pdb
RNF167,Q9H6Y7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H6Y7-F1-model_v6.pdb
TMEM67,Q5HYA8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5HYA8-F1-model_v6.pdb
PCDHB2,Q9Y5E7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5E7-F1-model_v6.pdb
TMPRSS11E,Q9UL52,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UL52-F1-model_v6.pdb
ASIC1,P78348,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78348-F1-model_v6.pdb
CD274,Q9NZQ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZQ7-F1-model_v6.pdb
PLVAP,Q9BX97,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BX97-F1-model_v6.pdb
ADORA1,P30542,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30542-F1-model_v6.pdb
SEMA5A,Q13591,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13591-F1-model_v6.pdb
TRABD2A,Q86V40,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86V40-F1-model_v6.pdb
LRRC37A2,A6NM11,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NM11-F1-model_v6.pdb
GPRC5D,Q9NZD1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZD1-F1-model_v6.pdb
LILRA5,A6NI73,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NI73-F1-model_v6.pdb
PTPRR,Q15256,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15256-F1-model_v6.pdb
SDK2,Q58EX2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q58EX2-F1-model_v6.pdb
HHLA2,Q9UM44,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UM44-F1-model_v6.pdb
RNFT1,Q5M7Z0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5M7Z0-F1-model_v6.pdb
TRAT1,Q6PIZ9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PIZ9-F1-model_v6.pdb
ENPEP,Q07075,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q07075-F1-model_v6.pdb
CCR7,P32248,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32248-F1-model_v6.pdb
DLK2,Q6UY11,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UY11-F1-model_v6.pdb
LILRA2,Q8N149,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N149-F1-model_v6.pdb
IFNGR1,P15260,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P15260-F1-model_v6.pdb
RNF149,Q8NC42,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NC42-F1-model_v6.pdb
GABRG3,Q99928,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99928-F1-model_v6.pdb
SLC15A2,Q16348,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16348-F1-model_v6.pdb
LRRN4,Q8WUT4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WUT4-F1-model_v6.pdb
VNN2,O95498,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95498-F1-model_v6.pdb
CD58,P19256,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P19256-F1-model_v6.pdb
PCDHB10,Q9UN67,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UN67-F1-model_v6.pdb
PLXND1,Q9Y4D7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y4D7-F1-model_v6.pdb
NCR3,O14931,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14931-F1-model_v6.pdb
TSPAN9,O75954,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75954-F1-model_v6.pdb
PKD2L1,Q9P0L9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9P0L9-F1-model_v6.pdb
CRTAM,O95727,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95727-F1-model_v6.pdb
CYSLTR1,Q9Y271,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y271-F1-model_v6.pdb
SLAMF1,Q13291,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13291-F1-model_v6.pdb
PTH2R,P49190,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49190-F1-model_v6.pdb
FCGR3B,O75015,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75015-F1-model_v6.pdb
SCN8A,Q9UQD0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UQD0-F1-model_v6.pdb
UNC5A,Q6ZN44,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZN44-F1-model_v6.pdb
GP1BB,P13224,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13224-F1-model_v6.pdb
GPR153,Q6NV75,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6NV75-F1-model_v6.pdb
TMEM140,Q9NV12,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NV12-F1-model_v6.pdb
SLC41A3,Q96GZ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96GZ6-F1-model_v6.pdb
CNNM2,Q9H8M5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H8M5-F1-model_v6.pdb
SLC11A2,P49281,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49281-F1-model_v6.pdb
LRFN4,Q6PJG9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PJG9-F1-model_v6.pdb
ULBP1,Q9BZM6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZM6-F1-model_v6.pdb
KISS1R,Q969F8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q969F8-F1-model_v6.pdb
CDH7,Q9ULB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULB5-F1-model_v6.pdb
CD55,P08174,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08174-F1-model_v6.pdb
CR2,P20023,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P20023-F1-model_v6.pdb
GPR3,P46089,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46089-F1-model_v6.pdb
OPRL1,P41146,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41146-F1-model_v6.pdb
TMEM116,Q8NCL8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NCL8-F1-model_v6.pdb
CHRNA9,Q9UGM1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UGM1-F1-model_v6.pdb
CLDN6,P56747,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P56747-F1-model_v6.pdb
NRP1,O14786,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14786-F1-model_v6.pdb
PTPRU,Q92729,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92729-F1-model_v6.pdb
DUOX1,Q9NRD9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRD9-F1-model_v6.pdb
CHRNB1,P11230,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11230-F1-model_v6.pdb
CSF2RB,P32927,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32927-F1-model_v6.pdb
SLC22A5,O76082,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O76082-F1-model_v6.pdb
CD19,P15391,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P15391-F1-model_v6.pdb
GPR85,P60893,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P60893-F1-model_v6.pdb
SPNS3,Q6ZMD2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZMD2-F1-model_v6.pdb
SLC2A5,P22732,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22732-F1-model_v6.pdb
HEG1,Q9ULI3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULI3-F1-model_v6.pdb
IL10RA,Q13651,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13651-F1-model_v6.pdb
ATP1A3,P13637,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13637-F1-model_v6.pdb
SIGIRR,Q6IA17,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6IA17-F1-model_v6.pdb
ALPL,P05186,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P05186-F1-model_v6.pdb
MYADM,Q96S97,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96S97-F1-model_v6.pdb
ICAM4,Q14773,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14773-F1-model_v6.pdb
SLC44A2,Q8IWA5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IWA5-F1-model_v6.pdb
CLDN9,O95484,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95484-F1-model_v6.pdb
EFNA5,P52803,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P52803-F1-model_v6.pdb
PCDHB8,Q9UN66,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UN66-F1-model_v6.pdb
LGR4,Q9BXB1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXB1-F1-model_v6.pdb
CDH16,O75309,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75309-F1-model_v6.pdb
SLC22A11,Q9NSA0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NSA0-F1-model_v6.pdb
OR2B6,P58173,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P58173-F1-model_v6.pdb
FCRL3,Q96P31,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96P31-F1-model_v6.pdb
SLC18A1,P54219,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P54219-F1-model_v6.pdb
CD40LG,P29965,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29965-F1-model_v6.pdb
IL13RA2,Q14627,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14627-F1-model_v6.pdb
SIGLEC12,Q96PQ1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96PQ1-F1-model_v6.pdb
PTPRA,P18433,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P18433-F1-model_v6.pdb
CLEC12A,Q5QGZ9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5QGZ9-F1-model_v6.pdb
GPR137C,Q8N3F9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N3F9-F1-model_v6.pdb
FZD10,Q9ULW2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULW2-F1-model_v6.pdb
ROBO2,Q9HCK4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HCK4-F1-model_v6.pdb
BTN2A2,Q8WVV5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WVV5-F1-model_v6.pdb
SLC24A2,Q9UI40,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UI40-F1-model_v6.pdb
CASR,P41180,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41180-F1-model_v6.pdb
IL17RE,Q8NFR9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NFR9-F1-model_v6.pdb
PCDHAC2,Q9Y5I4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5I4-F1-model_v6.pdb
GJA3,Q9Y6H8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6H8-F1-model_v6.pdb
HLA-E,P13747,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13747-F1-model_v6.pdb
IL9R,Q01113,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q01113-F1-model_v6.pdb
PCDHB16,Q9NRJ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRJ7-F1-model_v6.pdb
OR7A5,Q15622,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15622-F1-model_v6.pdb
TPRA1,Q86W33,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86W33-F1-model_v6.pdb
SPACA4,Q8TDM5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDM5-F1-model_v6.pdb
FCGRT,P55899,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55899-F1-model_v6.pdb
PLXNA1,Q9UIW2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UIW2-F1-model_v6.pdb
ELFN1,P0C7U0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C7U0-F1-model_v6.pdb
PRND,Q9UKY0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UKY0-F1-model_v6.pdb
CPM,P14384,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P14384-F1-model_v6.pdb
SLC26A9,Q7LBE3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7LBE3-F1-model_v6.pdb
SLC38A8,A6NNN8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NNN8-F1-model_v6.pdb
ACE2,Q9BYF1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BYF1-F1-model_v6.pdb
MEP1A,Q16819,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16819-F1-model_v6.pdb
LYPD8,Q6UX82,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UX82-F1-model_v6.pdb
SLC16A6,O15403,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15403-F1-model_v6.pdb
FAM174A,Q8TBP5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TBP5-F1-model_v6.pdb
LMBRD1,Q9NUN5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NUN5-F1-model_v6.pdb
KCNS1,Q96KK3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96KK3-F1-model_v6.pdb
RAET1G,Q6H3X3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6H3X3-F1-model_v6.pdb
TIMD4,Q96H15,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96H15-F1-model_v6.pdb
PCDHA12,Q9UN75,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UN75-F1-model_v6.pdb
FZD7,O75084,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75084-F1-model_v6.pdb
NPTN,Q9Y639,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y639-F1-model_v6.pdb
TNFRSF13B,O14836,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14836-F1-model_v6.pdb
LPAR6,P43657,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43657-F1-model_v6.pdb
TMIGD2,Q96BF3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96BF3-F1-model_v6.pdb
PHEX,P78562,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78562-F1-model_v6.pdb
SERINC3,Q13530,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13530-F1-model_v6.pdb
TLR10,Q9BXR5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXR5-F1-model_v6.pdb
GGT3P,A6NGU5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NGU5-F1-model_v6.pdb
GPR18,Q14330,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14330-F1-model_v6.pdb
TMEM178B,H3BS89,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-H3BS89-F1-model_v6.pdb
RELT,Q969Z4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q969Z4-F1-model_v6.pdb
BTLA,Q7Z6A9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z6A9-F1-model_v6.pdb
TMPRSS6,Q8IU80,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IU80-F1-model_v6.pdb
PRRT3,Q5FWE3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5FWE3-F1-model_v6.pdb
HTR2B,P41595,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41595-F1-model_v6.pdb
F2RL3,Q96RI0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RI0-F1-model_v6.pdb
FAM171A1,Q5VUB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VUB5-F1-model_v6.pdb
SLC23A1,Q9UHI7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UHI7-F1-model_v6.pdb
RYK,P34925,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34925-F1-model_v6.pdb
AQP5,P55064,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55064-F1-model_v6.pdb
ABCC11,Q96J66,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96J66-F1-model_v6.pdb
FFAR4,Q5NUL3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5NUL3-F1-model_v6.pdb
CD244,Q9BZW8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZW8-F1-model_v6.pdb
MS4A1,P11836,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11836-F1-model_v6.pdb
ADIPOR2,Q86V24,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86V24-F1-model_v6.pdb
GABBR2,O75899,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75899-F1-model_v6.pdb
XCR1,P46094,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46094-F1-model_v6.pdb
OR51E1,Q8TCB6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TCB6-F1-model_v6.pdb
TNFSF18,Q9UNG2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UNG2-F1-model_v6.pdb
EGF,P01133,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P01133-F1-model_v6.pdb
GJB7,Q6PEY0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PEY0-F1-model_v6.pdb
SLC6A20,Q9NP91,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP91-F1-model_v6.pdb
GRM4,Q14833,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14833-F1-model_v6.pdb
KIRREL2,Q6UWL6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UWL6-F1-model_v6.pdb
PTPRN,Q16849,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16849-F1-model_v6.pdb
SLC5A12,Q1EHB4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q1EHB4-F1-model_v6.pdb
SLC4A8,Q2Y0W8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q2Y0W8-F1-model_v6.pdb
TPBGL,P0DKB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0DKB5-F1-model_v6.pdb
RNF130,Q86XS8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86XS8-F1-model_v6.pdb
FFAR2,O15552,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15552-F1-model_v6.pdb
SLCO5A1,Q9H2Y9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H2Y9-F1-model_v6.pdb
LY6H,O94772,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O94772-F1-model_v6.pdb
PCDHAC1,Q9H158,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H158-F1-model_v6.pdb
KIAA0319,Q5VV43,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VV43-F1-model_v6.pdb
KLRC2,P26717,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26717-F1-model_v6.pdb
FZD8,Q9H461,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H461-F1-model_v6.pdb
TMEFF1,Q8IYR6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IYR6-F1-model_v6.pdb
TRPV2,Q9Y5S1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5S1-F1-model_v6.pdb
AVPR1B,P47901,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P47901-F1-model_v6.pdb
SLC34A1,Q06495,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q06495-F1-model_v6.pdb
QRFPR,Q96P65,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96P65-F1-model_v6.pdb
GPR25,O00155,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00155-F1-model_v6.pdb
FCRL2,Q96LA5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96LA5-F1-model_v6.pdb
NPY4R,P50391,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P50391-F1-model_v6.pdb
CDH17,Q12864,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q12864-F1-model_v6.pdb
GPR174,Q9BXC1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXC1-F1-model_v6.pdb
TMEM145,Q8NBT3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NBT3-F1-model_v6.pdb
GRM5,P41594,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41594-F1-model_v6.pdb
SLC6A8,P48029,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48029-F1-model_v6.pdb
NAGPA,Q9UK23,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UK23-F1-model_v6.pdb
TMEM213,A2RRL7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A2RRL7-F1-model_v6.pdb
PCDHA4,Q9UN74,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UN74-F1-model_v6.pdb
CRB2,Q5IJ48,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5IJ48-F1-model_v6.pdb
TMX4,Q9H1E5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H1E5-F1-model_v6.pdb
